WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
2022-09-17,North America,United States,Ohio,Protests,Peaceful protest,4,0,15695.0,Demonstrations,3518.0,40.1773,-82.7467
2022-09-24,North America,United States,Ohio,Protests,Peaceful protest,6,0,20071.0,Demonstrations,3518.0,40.1773,-82.7467
2022-10-01,North America,United States,Ohio,Protests,Peaceful protest,4,0,6116.0,Demonstrations,3518.0,40.1773,-82.7467
2022-10-08,North America,United States,Ohio,Protests,Peaceful protest,7,0,17050.0,Demonstrations,3518.0,40.1773,-82.7467
2022-10-15,North America,United States,Ohio,Protests,Peaceful protest,3,0,11886.0,Demonstrations,3518.0,40.1773,-82.7467
2022-10-22,North America,United States,Ohio,Protests,Peaceful protest,5,0,13781.0,Demonstrations,3518.0,40.1773,-82.7467
2022-10-29,North America,United States,Ohio,Protests,Peaceful protest,6,0,12975.0,Demonstrations,3518.0,40.1773,-82.7467
2022-11-05,North America,United States,Ohio,Protests,Peaceful protest,1,0,2690.0,Demonstrations,3518.0,40.1773,-82.7467
2022-11-12,North America,United States,Ohio,Protests,Peaceful protest,5,0,11324.0,Demonstrations,3518.0,40.1773,-82.7467
2022-11-19,North America,United States,Ohio,Protests,Peaceful protest,2,0,5928.0,Demonstrations,3518.0,40.1773,-82.7467
2022-11-26,North America,United States,Ohio,Protests,Peaceful protest,2,0,272.0,Demonstrations,3518.0,40.1773,-82.7467
2022-12-03,North America,United States,Ohio,Protests,Peaceful protest,1,0,3978.0,Demonstrations,3518.0,40.1773,-82.7467
2022-12-10,North America,United States,Ohio,Protests,Peaceful protest,2,0,3978.0,Demonstrations,3518.0,40.1773,-82.7467
2022-12-17,North America,United States,Ohio,Protests,Peaceful protest,2,0,2416.0,Demonstrations,3518.0,40.1773,-82.7467
2022-12-31,North America,United States,Ohio,Protests,Peaceful protest,3,0,8190.0,Demonstrations,3518.0,40.1773,-82.7467
2023-01-07,North America,United States,Ohio,Protests,Peaceful protest,1,0,4186.0,Demonstrations,3518.0,40.1773,-82.7467
2023-01-14,North America,United States,Ohio,Protests,Peaceful protest,2,0,4035.0,Demonstrations,3518.0,40.1773,-82.7467
2023-01-21,North America,United States,Ohio,Protests,Peaceful protest,11,0,39737.0,Demonstrations,3518.0,40.1773,-82.7467
2023-01-28,North America,United States,Ohio,Protests,Peaceful protest,5,0,10292.0,Demonstrations,3518.0,40.1773,-82.7467
2023-02-04,North America,United States,Ohio,Protests,Peaceful protest,2,0,4186.0,Demonstrations,3518.0,40.1773,-82.7467
2023-02-11,North America,United States,Ohio,Protests,Peaceful protest,3,0,7258.0,Demonstrations,3518.0,40.1773,-82.7467
2023-02-18,North America,United States,Ohio,Protests,Peaceful protest,2,0,7927.0,Demonstrations,3518.0,40.1773,-82.7467
2023-02-25,North America,United States,Ohio,Protests,Peaceful protest,3,0,6932.0,Demonstrations,3518.0,40.1773,-82.7467
2023-03-04,North America,United States,Ohio,Protests,Peaceful protest,1,0,3632.0,Demonstrations,3518.0,40.1773,-82.7467
2023-03-11,North America,United States,Ohio,Protests,Peaceful protest,5,0,11415.0,Demonstrations,3518.0,40.1773,-82.7467
2023-03-18,North America,United States,Ohio,Protests,Peaceful protest,7,0,19662.0,Demonstrations,3518.0,40.1773,-82.7467
2023-03-25,North America,United States,Ohio,Protests,Peaceful protest,5,0,27642.0,Demonstrations,3518.0,40.1773,-82.7467
2023-04-01,North America,United States,Ohio,Protests,Peaceful protest,7,0,28106.0,Demonstrations,3518.0,40.1773,-82.7467
2023-04-08,North America,United States,Ohio,Protests,Peaceful protest,7,0,12510.0,Demonstrations,3518.0,40.1773,-82.7467
2023-04-15,North America,United States,Ohio,Protests,Peaceful protest,5,0,6578.0,Demonstrations,3518.0,40.1773,-82.7467
2023-04-22,North America,United States,Ohio,Protests,Peaceful protest,3,0,11367.0,Demonstrations,3518.0,40.1773,-82.7467
2023-04-29,North America,United States,Ohio,Protests,Peaceful protest,8,0,13345.0,Demonstrations,3518.0,40.1773,-82.7467
2023-05-06,North America,United States,Ohio,Protests,Peaceful protest,2,0,4186.0,Demonstrations,3518.0,40.1773,-82.7467
2023-05-13,North America,United States,Ohio,Protests,Peaceful protest,3,0,9364.0,Demonstrations,3518.0,40.1773,-82.7467
2023-05-20,North America,United States,Ohio,Protests,Peaceful protest,6,0,17395.0,Demonstrations,3518.0,40.1773,-82.7467
2023-05-27,North America,United States,Ohio,Protests,Peaceful protest,4,0,18348.0,Demonstrations,3518.0,40.1773,-82.7467
2023-06-03,North America,United States,Ohio,Protests,Peaceful protest,4,0,13676.0,Demonstrations,3518.0,40.1773,-82.7467
2023-06-10,North America,United States,Ohio,Protests,Peaceful protest,6,0,5856.0,Demonstrations,3518.0,40.1773,-82.7467
2023-06-17,North America,United States,Ohio,Protests,Peaceful protest,1,0,4186.0,Demonstrations,3518.0,40.1773,-82.7467
2023-06-24,North America,United States,Ohio,Protests,Peaceful protest,8,0,21797.0,Demonstrations,3518.0,40.1773,-82.7467
2023-07-01,North America,United States,Ohio,Protests,Peaceful protest,5,0,12717.0,Demonstrations,3518.0,40.1773,-82.7467
2023-07-08,North America,United States,Ohio,Protests,Peaceful protest,5,0,10270.0,Demonstrations,3518.0,40.1773,-82.7467
2023-07-15,North America,United States,Ohio,Protests,Peaceful protest,8,0,17835.0,Demonstrations,3518.0,40.1773,-82.7467
2023-07-22,North America,United States,Ohio,Protests,Peaceful protest,3,0,8039.0,Demonstrations,3518.0,40.1773,-82.7467
2023-07-29,North America,United States,Ohio,Protests,Peaceful protest,4,0,9820.0,Demonstrations,3518.0,40.1773,-82.7467
2023-08-05,North America,United States,Ohio,Protests,Peaceful protest,5,0,21477.0,Demonstrations,3518.0,40.1773,-82.7467
2023-08-12,North America,United States,Ohio,Protests,Peaceful protest,2,0,1667.0,Demonstrations,3518.0,40.1773,-82.7467
2023-08-19,North America,United States,Ohio,Protests,Peaceful protest,13,0,16247.0,Demonstrations,3518.0,40.1773,-82.7467
2023-08-26,North America,United States,Ohio,Protests,Peaceful protest,12,0,29379.0,Demonstrations,3518.0,40.1773,-82.7467
2023-09-02,North America,United States,Ohio,Protests,Peaceful protest,8,0,11827.0,Demonstrations,3518.0,40.1773,-82.7467
2023-09-09,North America,United States,Ohio,Protests,Peaceful protest,3,0,6803.0,Demonstrations,3518.0,40.1773,-82.7467
2023-09-16,North America,United States,Ohio,Protests,Peaceful protest,12,0,12630.0,Demonstrations,3518.0,40.1773,-82.7467
2023-09-23,North America,United States,Ohio,Protests,Peaceful protest,15,0,24045.0,Demonstrations,3518.0,40.1773,-82.7467
2023-09-30,North America,United States,Ohio,Protests,Peaceful protest,14,0,21162.0,Demonstrations,3518.0,40.1773,-82.7467
2023-10-07,North America,United States,Ohio,Protests,Peaceful protest,15,0,25139.0,Demonstrations,3518.0,40.1773,-82.7467
2023-10-14,North America,United States,Ohio,Protests,Peaceful protest,14,0,24664.0,Demonstrations,3518.0,40.1773,-82.7467
2023-10-21,North America,United States,Ohio,Protests,Peaceful protest,14,0,33546.0,Demonstrations,3518.0,40.1773,-82.7467
2023-10-28,North America,United States,Ohio,Protests,Peaceful protest,8,0,17074.0,Demonstrations,3518.0,40.1773,-82.7467
2023-11-04,North America,United States,Ohio,Protests,Peaceful protest,7,0,20988.0,Demonstrations,3518.0,40.1773,-82.7467
2023-11-11,North America,United States,Ohio,Protests,Peaceful protest,14,0,20741.0,Demonstrations,3518.0,40.1773,-82.7467
2023-11-18,North America,United States,Ohio,Protests,Peaceful protest,8,0,22070.0,Demonstrations,3518.0,40.1773,-82.7467
2023-11-25,North America,United States,Ohio,Protests,Peaceful protest,2,0,3770.0,Demonstrations,3518.0,40.1773,-82.7467
2023-12-02,North America,United States,Ohio,Protests,Peaceful protest,4,0,16264.0,Demonstrations,3518.0,40.1773,-82.7467
2023-12-16,North America,United States,Ohio,Protests,Peaceful protest,5,0,14411.0,Demonstrations,3518.0,40.1773,-82.7467
2023-12-23,North America,United States,Ohio,Protests,Peaceful protest,1,0,1578.0,Demonstrations,3518.0,40.1773,-82.7467
2023-12-30,North America,United States,Ohio,Protests,Peaceful protest,3,0,11513.0,Demonstrations,3518.0,40.1773,-82.7467
2024-01-06,North America,United States,Ohio,Protests,Peaceful protest,6,0,9117.0,Demonstrations,3518.0,40.1773,-82.7467
2024-01-13,North America,United States,Ohio,Protests,Peaceful protest,2,0,9809.0,Demonstrations,3518.0,40.1773,-82.7467
2024-01-20,North America,United States,Ohio,Protests,Peaceful protest,10,0,19529.0,Demonstrations,3518.0,40.1773,-82.7467
2024-01-27,North America,United States,Ohio,Protests,Peaceful protest,1,0,2088.0,Demonstrations,3518.0,40.1773,-82.7467
2024-02-03,North America,United States,Ohio,Protests,Peaceful protest,3,0,4673.0,Demonstrations,3518.0,40.1773,-82.7467
2024-02-10,North America,United States,Ohio,Protests,Peaceful protest,4,0,12596.0,Demonstrations,3518.0,40.1773,-82.7467
2024-02-17,North America,United States,Ohio,Protests,Peaceful protest,3,0,11957.0,Demonstrations,3518.0,40.1773,-82.7467
2024-02-24,North America,United States,Ohio,Protests,Peaceful protest,7,0,19878.0,Demonstrations,3518.0,40.1773,-82.7467
2024-03-02,North America,United States,Ohio,Protests,Peaceful protest,7,0,25103.0,Demonstrations,3518.0,40.1773,-82.7467
2024-03-09,North America,United States,Ohio,Protests,Peaceful protest,3,0,7720.0,Demonstrations,3518.0,40.1773,-82.7467
2024-03-16,North America,United States,Ohio,Protests,Peaceful protest,5,0,13659.0,Demonstrations,3518.0,40.1773,-82.7467
2024-03-23,North America,United States,Ohio,Protests,Peaceful protest,2,0,8364.0,Demonstrations,3518.0,40.1773,-82.7467
2024-03-30,North America,United States,Ohio,Protests,Peaceful protest,5,0,15774.0,Demonstrations,3518.0,40.1773,-82.7467
2024-04-06,North America,United States,Ohio,Protests,Peaceful protest,5,0,10076.0,Demonstrations,3518.0,40.1773,-82.7467
2024-04-13,North America,United States,Ohio,Protests,Peaceful protest,4,0,10485.0,Demonstrations,3518.0,40.1773,-82.7467
2024-04-20,North America,United States,Ohio,Protests,Peaceful protest,6,0,16546.0,Demonstrations,3518.0,40.1773,-82.7467
2024-04-27,North America,United States,Ohio,Protests,Peaceful protest,16,0,36483.0,Demonstrations,3518.0,40.1773,-82.7467
2024-05-04,North America,United States,Ohio,Protests,Peaceful protest,8,0,18014.0,Demonstrations,3518.0,40.1773,-82.7467
2024-05-11,North America,United States,Ohio,Protests,Peaceful protest,4,0,5798.0,Demonstrations,3518.0,40.1773,-82.7467
2024-05-18,North America,United States,Ohio,Protests,Peaceful protest,4,0,6988.0,Demonstrations,3518.0,40.1773,-82.7467
2024-05-25,North America,United States,Ohio,Protests,Peaceful protest,3,0,15472.0,Demonstrations,3518.0,40.1773,-82.7467
2024-06-01,North America,United States,Ohio,Protests,Peaceful protest,2,0,7595.0,Demonstrations,3518.0,40.1773,-82.7467
2024-06-08,North America,United States,Ohio,Protests,Peaceful protest,1,0,4406.0,Demonstrations,3518.0,40.1773,-82.7467
2024-06-15,North America,United States,Ohio,Protests,Peaceful protest,2,0,3738.0,Demonstrations,3518.0,40.1773,-82.7467
2024-06-22,North America,United States,Ohio,Protests,Peaceful protest,2,0,6494.0,Demonstrations,3518.0,40.1773,-82.7467
2024-06-29,North America,United States,Ohio,Protests,Peaceful protest,3,0,4156.0,Demonstrations,3518.0,40.1773,-82.7467
2024-07-06,North America,United States,Ohio,Protests,Peaceful protest,2,0,11201.0,Demonstrations,3518.0,40.1773,-82.7467
2024-07-13,North America,United States,Ohio,Protests,Peaceful protest,2,0,6941.0,Demonstrations,3518.0,40.1773,-82.7467
2024-07-20,North America,United States,Ohio,Protests,Peaceful protest,2,0,1659.0,Demonstrations,3518.0,40.1773,-82.7467
2024-07-27,North America,United States,Ohio,Protests,Peaceful protest,3,0,2848.0,Demonstrations,3518.0,40.1773,-82.7467
2024-08-03,North America,United States,Ohio,Protests,Peaceful protest,1,0,1716.0,Demonstrations,3518.0,40.1773,-82.7467
2024-08-10,North America,United States,Ohio,Protests,Peaceful protest,7,0,20780.0,Demonstrations,3518.0,40.1773,-82.7467
2024-08-17,North America,United States,Ohio,Protests,Peaceful protest,1,0,998.0,Demonstrations,3518.0,40.1773,-82.7467
2024-08-24,North America,United States,Ohio,Protests,Peaceful protest,7,0,20555.0,Demonstrations,3518.0,40.1773,-82.7467
2024-08-31,North America,United States,Ohio,Protests,Peaceful protest,3,0,9819.0,Demonstrations,3518.0,40.1773,-82.7467
2024-09-07,North America,United States,Ohio,Protests,Peaceful protest,4,0,5499.0,Demonstrations,3518.0,40.1773,-82.7467
2024-09-14,North America,United States,Ohio,Protests,Peaceful protest,3,0,6823.0,Demonstrations,3518.0,40.1773,-82.7467
2024-09-21,North America,United States,Ohio,Protests,Peaceful protest,2,0,4462.0,Demonstrations,3518.0,40.1773,-82.7467
2024-09-28,North America,United States,Ohio,Protests,Peaceful protest,4,0,14229.0,Demonstrations,3518.0,40.1773,-82.7467
2024-10-05,North America,United States,Ohio,Protests,Peaceful protest,6,0,23158.0,Demonstrations,3518.0,40.1773,-82.7467
2024-10-12,North America,United States,Ohio,Protests,Peaceful protest,2,0,7879.0,Demonstrations,3518.0,40.1773,-82.7467
2024-10-19,North America,United States,Ohio,Protests,Peaceful protest,1,0,1674.0,Demonstrations,3518.0,40.1773,-82.7467
2024-10-26,North America,United States,Ohio,Protests,Peaceful protest,1,0,2339.0,Demonstrations,3518.0,40.1773,-82.7467
2024-11-02,North America,United States,Ohio,Protests,Peaceful protest,2,0,4406.0,Demonstrations,3518.0,40.1773,-82.7467
2024-11-16,North America,United States,Ohio,Protests,Peaceful protest,3,0,4406.0,Demonstrations,3518.0,40.1773,-82.7467
2024-11-23,North America,United States,Ohio,Protests,Peaceful protest,3,0,7655.0,Demonstrations,3518.0,40.1773,-82.7467
2024-12-07,North America,United States,Ohio,Protests,Peaceful protest,2,0,2185.0,Demonstrations,3518.0,40.1773,-82.7467
2024-12-14,North America,United States,Ohio,Protests,Peaceful protest,6,0,13451.0,Demonstrations,3518.0,40.1773,-82.7467
2024-12-21,North America,United States,Ohio,Protests,Peaceful protest,4,0,9552.0,Demonstrations,3518.0,40.1773,-82.7467
2025-01-11,North America,United States,Ohio,Protests,Peaceful protest,2,0,6368.0,Demonstrations,3518.0,40.1773,-82.7467
2025-01-18,North America,United States,Ohio,Protests,Peaceful protest,3,0,14843.0,Demonstrations,3518.0,40.1773,-82.7467
2025-01-25,North America,United States,Ohio,Protests,Peaceful protest,2,0,7153.0,Demonstrations,3518.0,40.1773,-82.7467
2025-02-01,North America,United States,Ohio,Protests,Peaceful protest,7,0,22391.0,Demonstrations,3518.0,40.1773,-82.7467
2025-02-08,North America,United States,Ohio,Protests,Peaceful protest,4,0,17064.0,Demonstrations,3518.0,40.1773,-82.7467
2025-02-15,North America,United States,Ohio,Protests,Peaceful protest,8,0,21369.0,Demonstrations,3518.0,40.1773,-82.7467
2025-02-22,North America,United States,Ohio,Protests,Peaceful protest,12,0,22204.0,Demonstrations,3518.0,40.1773,-82.7467
2025-03-01,North America,United States,Ohio,Protests,Peaceful protest,11,0,25642.0,Demonstrations,3518.0,40.1773,-82.7467
2025-03-08,North America,United States,Ohio,Protests,Peaceful protest,6,0,10042.0,Demonstrations,3518.0,40.1773,-82.7467
2025-03-15,North America,United States,Ohio,Protests,Peaceful protest,14,0,30148.0,Demonstrations,3518.0,40.1773,-82.7467
2025-03-22,North America,United States,Ohio,Protests,Peaceful protest,6,0,20176.0,Demonstrations,3518.0,40.1773,-82.7467
2025-03-29,North America,United States,Ohio,Protests,Peaceful protest,8,0,20641.0,Demonstrations,3518.0,40.1773,-82.7467
2025-04-05,North America,United States,Ohio,Protests,Peaceful protest,38,0,62389.0,Demonstrations,3518.0,40.1773,-82.7467
2025-04-12,North America,United States,Ohio,Protests,Peaceful protest,6,0,22242.0,Demonstrations,3518.0,40.1773,-82.7467
2025-04-19,North America,United States,Ohio,Protests,Peaceful protest,13,0,38426.0,Demonstrations,3518.0,40.1773,-82.7467
2025-04-26,North America,United States,Ohio,Protests,Peaceful protest,4,0,15964.0,Demonstrations,3518.0,40.1773,-82.7467
2025-05-03,North America,United States,Ohio,Protests,Peaceful protest,3,0,4494.0,Demonstrations,3518.0,40.1773,-82.7467
2025-05-10,North America,United States,Ohio,Protests,Peaceful protest,7,0,24484.0,Demonstrations,3518.0,40.1773,-82.7467
2025-05-17,North America,United States,Ohio,Protests,Peaceful protest,3,0,15315.0,Demonstrations,3518.0,40.1773,-82.7467
2025-05-24,North America,United States,Ohio,Protests,Peaceful protest,6,0,9832.0,Demonstrations,3518.0,40.1773,-82.7467
2025-05-31,North America,United States,Ohio,Protests,Peaceful protest,3,0,15497.0,Demonstrations,3518.0,40.1773,-82.7467
2025-06-07,North America,United States,Ohio,Protests,Peaceful protest,8,0,17303.0,Demonstrations,3518.0,40.1773,-82.7467
2025-06-14,North America,United States,Ohio,Protests,Peaceful protest,54,0,139034.0,Demonstrations,3518.0,40.1773,-82.7467
2025-06-21,North America,United States,Ohio,Protests,Peaceful protest,5,0,12652.0,Demonstrations,3518.0,40.1773,-82.7467
2025-06-28,North America,United States,Ohio,Protests,Peaceful protest,4,0,14849.0,Demonstrations,3518.0,40.1773,-82.7467
2025-07-05,North America,United States,Ohio,Protests,Peaceful protest,7,0,18108.0,Demonstrations,3518.0,40.1773,-82.7467
2025-07-12,North America,United States,Ohio,Protests,Peaceful protest,33,0,87265.0,Demonstrations,3518.0,40.1773,-82.7467
2025-07-19,North America,United States,Ohio,Protests,Peaceful protest,9,0,16254.0,Demonstrations,3518.0,40.1773,-82.7467
2025-07-26,North America,United States,Ohio,Protests,Peaceful protest,5,0,15374.0,Demonstrations,3518.0,40.1773,-82.7467
2025-08-02,North America,United States,Ohio,Protests,Peaceful protest,4,0,20787.0,Demonstrations,3518.0,40.1773,-82.7467
2025-08-09,North America,United States,Ohio,Protests,Peaceful protest,7,0,17917.0,Demonstrations,3518.0,40.1773,-82.7467
2025-08-16,North America,United States,Ohio,Protests,Peaceful protest,7,0,25358.0,Demonstrations,3518.0,40.1773,-82.7467
2025-08-23,North America,United States,Ohio,Protests,Peaceful protest,9,0,13251.0,Demonstrations,3518.0,40.1773,-82.7467
2025-08-30,North America,United States,Ohio,Protests,Peaceful protest,19,0,33338.0,Demonstrations,3518.0,40.1773,-82.7467
2025-09-06,North America,United States,Ohio,Protests,Peaceful protest,7,0,22152.0,Demonstrations,3518.0,40.1773,-82.7467
2025-09-13,North America,United States,Ohio,Protests,Peaceful protest,4,0,18514.0,Demonstrations,3518.0,40.1773,-82.7467
2025-09-20,North America,United States,Ohio,Protests,Peaceful protest,5,0,8894.0,Demonstrations,3518.0,40.1773,-82.7467
2025-09-27,North America,United States,Ohio,Protests,Peaceful protest,7,0,9227.0,Demonstrations,3518.0,40.1773,-82.7467
2025-10-04,North America,United States,Ohio,Protests,Peaceful protest,8,0,11809.0,Demonstrations,3518.0,40.1773,-82.7467
2025-10-11,North America,United States,Ohio,Protests,Peaceful protest,8,0,25290.0,Demonstrations,3518.0,40.1773,-82.7467
2025-10-18,North America,United States,Ohio,Protests,Peaceful protest,75,0,194601.0,Demonstrations,3518.0,40.1773,-82.7467
2025-10-25,North America,United States,Ohio,Protests,Peaceful protest,10,0,30382.0,Demonstrations,3518.0,40.1773,-82.7467
2025-11-01,North America,United States,Ohio,Protests,Peaceful protest,7,0,13631.0,Demonstrations,3518.0,40.1773,-82.7467
2025-11-08,North America,United States,Ohio,Protests,Peaceful protest,2,0,11335.0,Demonstrations,3518.0,40.1773,-82.7467
2025-11-15,North America,United States,Ohio,Protests,Peaceful protest,8,0,6660.0,Demonstrations,3518.0,40.1773,-82.7467
2025-11-22,North America,United States,Ohio,Protests,Peaceful protest,1,0,4629.0,Demonstrations,3518.0,40.1773,-82.7467
2025-11-29,North America,United States,Ohio,Protests,Peaceful protest,4,0,5815.0,Demonstrations,3518.0,40.1773,-82.7467
2025-12-06,North America,United States,Ohio,Protests,Peaceful protest,4,0,9911.0,Demonstrations,3518.0,40.1773,-82.7467
2025-12-13,North America,United States,Ohio,Protests,Peaceful protest,6,0,13926.0,Demonstrations,3518.0,40.1773,-82.7467
2025-12-20,North America,United States,Ohio,Protests,Peaceful protest,6,0,10619.0,Demonstrations,3518.0,40.1773,-82.7467
2025-12-27,North America,United States,Ohio,Protests,Peaceful protest,1,0,10089.0,Demonstrations,3518.0,40.1773,-82.7467
2026-01-03,North America,United States,Ohio,Protests,Peaceful protest,21,0,38207.0,Demonstrations,3518.0,40.1773,-82.7467
2026-01-10,North America,United States,Ohio,Protests,Peaceful protest,18,0,33438.0,Demonstrations,3518.0,40.1773,-82.7467
2026-01-17,North America,United States,Ohio,Protests,Peaceful protest,18,0,23618.0,Demonstrations,3518.0,40.1773,-82.7467
2026-01-24,North America,United States,Ohio,Protests,Peaceful protest,9,0,19818.0,Demonstrations,3518.0,40.1773,-82.7467
2026-01-31,North America,United States,Ohio,Protests,Peaceful protest,9,0,25320.0,Demonstrations,3518.0,40.1773,-82.7467
2026-02-07,North America,United States,Ohio,Protests,Peaceful protest,10,0,27139.0,Demonstrations,3518.0,40.1773,-82.7467
2026-02-14,North America,United States,Ohio,Protests,Peaceful protest,12,0,35065.0,Demonstrations,3518.0,40.1773,-82.7467
2026-02-21,North America,United States,Ohio,Protests,Peaceful protest,14,0,27321.0,Demonstrations,3518.0,40.1773,-82.7467
2026-02-28,North America,United States,Ohio,Protests,Peaceful protest,8,0,15811.0,Demonstrations,3518.0,40.1773,-82.7467
2026-03-07,North America,United States,Ohio,Protests,Peaceful protest,9,0,26730.0,Demonstrations,3518.0,40.1773,-82.7467
2026-03-14,North America,United States,Ohio,Protests,Peaceful protest,3,0,17849.0,Demonstrations,3518.0,40.1773,-82.7467
2026-03-21,North America,United States,Ohio,Protests,Peaceful protest,3,0,261.0,Demonstrations,3518.0,40.1773,-82.7467
2026-03-28,North America,United States,Ohio,Protests,Peaceful protest,102,0,35289.0,Demonstrations,3518.0,40.1773,-82.7467
2020-05-09,North America,United States,Ohio,Protests,Protest with intervention,1,0,1157.0,Demonstrations,3518.0,40.1773,-82.7467
2020-05-23,North America,United States,Ohio,Protests,Protest with intervention,1,0,2811.0,Demonstrations,3518.0,40.1773,-82.7467
2020-05-30,North America,United States,Ohio,Protests,Protest with intervention,11,0,31399.0,Demonstrations,3518.0,40.1773,-82.7467
2020-06-13,North America,United States,Ohio,Protests,Protest with intervention,2,0,1320.0,Demonstrations,3518.0,40.1773,-82.7467
2020-06-20,North America,United States,Ohio,Protests,Protest with intervention,1,0,3605.0,Demonstrations,3518.0,40.1773,-82.7467
2020-06-27,North America,United States,Ohio,Protests,Protest with intervention,1,0,3605.0,Demonstrations,3518.0,40.1773,-82.7467
2020-07-18,North America,United States,Ohio,Protests,Protest with intervention,1,0,3605.0,Demonstrations,3518.0,40.1773,-82.7467
2020-07-25,North America,United States,Ohio,Protests,Protest with intervention,1,0,1331.0,Demonstrations,3518.0,40.1773,-82.7467
2020-08-01,North America,United States,Ohio,Protests,Protest with intervention,1,0,2811.0,Demonstrations,3518.0,40.1773,-82.7467
2020-08-22,North America,United States,Ohio,Protests,Protest with intervention,1,0,3740.0,Demonstrations,3518.0,40.1773,-82.7467
2020-09-26,North America,United States,Ohio,Protests,Protest with intervention,1,0,279.0,Demonstrations,3518.0,40.1773,-82.7467
2021-01-16,North America,United States,Ohio,Protests,Protest with intervention,1,0,3789.0,Demonstrations,3518.0,40.1773,-82.7467
2021-05-08,North America,United States,Ohio,Protests,Protest with intervention,1,0,2165.0,Demonstrations,3518.0,40.1773,-82.7467
2021-05-29,North America,United States,Ohio,Protests,Protest with intervention,1,0,4614.0,Demonstrations,3518.0,40.1773,-82.7467
2022-06-04,North America,United States,Ohio,Protests,Protest with intervention,1,0,9531.0,Demonstrations,3518.0,40.1773,-82.7467
2022-07-02,North America,United States,Ohio,Protests,Protest with intervention,4,0,1160.0,Demonstrations,3518.0,40.1773,-82.7467
2022-07-09,North America,United States,Ohio,Protests,Protest with intervention,1,0,3978.0,Demonstrations,3518.0,40.1773,-82.7467
2022-08-20,North America,United States,Ohio,Protests,Protest with intervention,1,0,3978.0,Demonstrations,3518.0,40.1773,-82.7467
2022-08-27,North America,United States,Ohio,Protests,Protest with intervention,1,0,3978.0,Demonstrations,3518.0,40.1773,-82.7467
2022-10-08,North America,United States,Ohio,Protests,Protest with intervention,1,0,9531.0,Demonstrations,3518.0,40.1773,-82.7467
2023-04-15,North America,United States,Ohio,Protests,Protest with intervention,1,0,1078.0,Demonstrations,3518.0,40.1773,-82.7467
2023-04-22,North America,United States,Ohio,Protests,Protest with intervention,1,0,1078.0,Demonstrations,3518.0,40.1773,-82.7467
2023-09-30,North America,United States,Ohio,Protests,Protest with intervention,2,0,17399.0,Demonstrations,3518.0,40.1773,-82.7467
2024-03-09,North America,United States,Ohio,Protests,Protest with intervention,1,0,1073.0,Demonstrations,3518.0,40.1773,-82.7467
2024-04-20,North America,United States,Ohio,Protests,Protest with intervention,2,0,4406.0,Demonstrations,3518.0,40.1773,-82.7467
2024-04-27,North America,United States,Ohio,Protests,Protest with intervention,1,0,267.0,Demonstrations,3518.0,40.1773,-82.7467
2024-05-11,North America,United States,Ohio,Protests,Protest with intervention,1,0,9809.0,Demonstrations,3518.0,40.1773,-82.7467
2025-06-07,North America,United States,Ohio,Protests,Protest with intervention,1,0,4123.0,Demonstrations,3518.0,40.1773,-82.7467
2025-09-27,North America,United States,Ohio,Protests,Protest with intervention,1,0,2031.0,Demonstrations,3518.0,40.1773,-82.7467
2026-01-17,North America,United States,Ohio,Protests,Protest with intervention,1,0,4852.0,Demonstrations,3518.0,40.1773,-82.7467
2026-03-28,North America,United States,Ohio,Protests,Protest with intervention,1,0,,Demonstrations,3518.0,40.1773,-82.7467
2022-02-26,North America,United States,Ohio,Riots,Mob violence,1,0,6973.0,Political violence,3518.0,40.1773,-82.7467
2023-03-25,North America,United States,Ohio,Riots,Mob violence,1,0,6539.0,Political violence,3518.0,40.1773,-82.7467
2023-06-03,North America,United States,Ohio,Riots,Mob violence,1,0,5147.0,Political violence,3518.0,40.1773,-82.7467
2023-11-04,North America,United States,Ohio,Riots,Mob violence,1,0,13999.0,Political violence,3518.0,40.1773,-82.7467
2024-07-20,North America,United States,Ohio,Riots,Mob violence,1,0,14512.0,Political violence,3518.0,40.1773,-82.7467
2020-03-07,North America,United States,Ohio,Riots,Violent demonstration,1,0,6663.0,Demonstrations,3518.0,40.1773,-82.7467
2020-05-23,North America,United States,Ohio,Riots,Violent demonstration,3,0,40530.0,Demonstrations,3518.0,40.1773,-82.7467
2020-05-30,North America,United States,Ohio,Riots,Violent demonstration,9,0,81355.0,Demonstrations,3518.0,40.1773,-82.7467
2020-06-20,North America,United States,Ohio,Riots,Violent demonstration,1,0,12669.0,Demonstrations,3518.0,40.1773,-82.7467
2020-10-03,North America,United States,Ohio,Riots,Violent demonstration,1,0,12669.0,Demonstrations,3518.0,40.1773,-82.7467
2021-01-02,North America,United States,Ohio,Riots,Violent demonstration,1,0,13077.0,Demonstrations,3518.0,40.1773,-82.7467
2021-04-10,North America,United States,Ohio,Riots,Violent demonstration,1,0,13077.0,Demonstrations,3518.0,40.1773,-82.7467
2022-07-02,North America,United States,Ohio,Riots,Violent demonstration,1,0,6973.0,Demonstrations,3518.0,40.1773,-82.7467
2022-07-23,North America,United States,Ohio,Riots,Violent demonstration,1,0,6973.0,Demonstrations,3518.0,40.1773,-82.7467
