STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,VISITOR_TYPE,Visitor type,ACCOMMODATION_TYPE,Accommodation type,SOURCE,Source,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,MLT,Malta,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2023,,685459,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,MLT,Malta,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2024,,715096,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,MNE,Montenegro,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2008,,828462,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,MNE,Montenegro,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2009,,856332,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,MNE,Montenegro,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2010,,987033,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,MNE,Montenegro,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2011,,956368,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,MNE,Montenegro,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2012,,1008229,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,MNE,Montenegro,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2013,,997728,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,MNE,Montenegro,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2014,,957127,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,MNE,Montenegro,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2015,,747576,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,MNE,Montenegro,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2016,,721530,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,MNE,Montenegro,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2017,,483184,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,MNE,Montenegro,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2018,,486524,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,MNE,Montenegro,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2019,,522382,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,MNE,Montenegro,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2020,,360729,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,MNE,Montenegro,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2021,,448770,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,MNE,Montenegro,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2022,,561197,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,MNE,Montenegro,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2023,,610461,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,MNE,Montenegro,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2024,,606821,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ROU,Romania,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2008,,17366737,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ROU,Romania,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2009,,14657744,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ROU,Romania,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2010,,13284554,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ROU,Romania,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2011,,14912557,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ROU,Romania,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2012,,15868689,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ROU,Romania,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2013,,15884817,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ROU,Romania,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2014,,16511937,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ROU,Romania,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2015,,19047701,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ROU,Romania,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2016,,20609141,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ROU,Romania,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2017,,21801487,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ROU,Romania,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2018,,23315138,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ROU,Romania,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2019,,24795253,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ROU,Romania,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2020,,13581775,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ROU,Romania,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2021,,20823029,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ROU,Romania,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2022,,23377839,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ROU,Romania,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2023,,25186916,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ROU,Romania,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2024,,25843937,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,RUS,Russia,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2008,,165462810,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,RUS,Russia,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2009,,144130132,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,SRB,Serbia,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2008,,5935219,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,SRB,Serbia,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2009,,5292613,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,SRB,Serbia,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2010,,4961359,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,SRB,Serbia,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2011,,5001684,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,SRB,Serbia,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2012,,4688485,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,SRB,Serbia,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2013,,4579067,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,SRB,Serbia,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2014,,3925221,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,SRB,Serbia,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2015,,4242172,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,SRB,Serbia,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2016,,4794741,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,SRB,Serbia,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2017,,5150017,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,SRB,Serbia,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2018,,5678235,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,SRB,Serbia,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2019,,6062921,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,SRB,Serbia,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2020,,4936732,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,SRB,Serbia,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2021,,5732833,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,SRB,Serbia,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2023,,6858331,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,SRB,Serbia,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2024,,6564402,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ZAF,South Africa,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2008,,149000000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ZAF,South Africa,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2009,,128400000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ZAF,South Africa,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2010,,130800000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ZAF,South Africa,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2011,,114800000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ZAF,South Africa,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2012,,121200000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ZAF,South Africa,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2013,,111300000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ZAF,South Africa,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2014,,113100000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ZAF,South Africa,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2015,,102486000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ZAF,South Africa,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2016,,103418000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ZAF,South Africa,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2017,,70100000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ZAF,South Africa,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2018,,69300000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ZAF,South Africa,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2019,,94144447,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ZAF,South Africa,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2020,,56808419,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ZAF,South Africa,NIGHTS_ACCOM,Nights spent in tourism accommodation establishments,NGHT,Nights,_T,All visitors (overnight and same-day),_T,All means of accommodation,TSS,Tourism supply surveys,2021,,51184725,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2008,,10680951,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2009,,10961335,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2010,,11384995,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2011,,11617127,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2012,,12013271,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2013,,12034087,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2014,,12265141,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2015,,12696702,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2016,,13342758,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2017,,13619102,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TSS,Tourism supply surveys,2018,,14033018,,A,Normal value,A,Normal value,0,Units
